,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,cpo,num_accident,usage_type,title,num_owner
0,2017,Ford,Fusion,SE FWD,Blue Mound,TX,32253,14400,White Platinum Metallic Tri-Coat,Medium Light Stone,21.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Navigation', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,1
1,2007,BMW,6,650i Convertible,Stanton,CA,59664,11499,Mineral Silver Metallic,Tan,16.0,22.0,4.8L V-8 Gas,Automatic,RWD,Gas,[],False,0,Fleet or Mixed Use,Clean,3
2,2019,Kia,Optima,LX,Thornton,CO,4816,18586,Ebony Black,Black,24.0,33.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Blind Spot System', 'Backup Camera']",True,1,Personal or Rental Use,Clean,2
3,2017,Ford,Fusion,SE FWD,Denver,NC,99515,8999,Shadow Black,Black,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Fleet or Mixed Use,Clean,2
4,2017,Hyundai,Elantra,SE 2.0L Sedan Automatic (alt),Wesley Chapel,FL,117200,6109,Quartz White Pearl,Beige,29.0,38.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,1
5,2017,Honda,Civic,LX Hatchback CVT,Duluth,GA,102068,9985,Crystal Black Pearl,Select,31.0,40.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,2,Fleet or Mixed Use,Clean,1
6,2016,Ford,F-150,XLT SuperCrew 5.5' Box RWD,Murrieta,CA,22650,26132,Shadow Black,Black,18.0,25.0,3.5L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
7,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Sacramento,CA,103293,22997,White,Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
8,2017,Nissan,Rogue,SV AWD,Palmetto Bay,FL,78116,9997,Magnetic Black,Charcoal,25.0,32.0,2.5L Inline-4 Gas,Automatic,AWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Backup Camera', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth']",False,2,Fleet or Mixed Use,Clean,1
9,2017,Ford,Fusion,SE FWD,Houston,TX,48524,10466,Shadow Black,Unknown,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
10,2018,Chevrolet,Equinox,LT with 1LT AWD,Belton,MO,148518,9888,Silver Ice Metallic,Jet Black,24.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
11,2017,Ford,Escape,SE FWD,Savannah,GA,71593,10995,Oxford White,Medium Light Stone,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
12,2019,Chevrolet,Malibu,LT with 1LT,Hollywood,FL,25970,10991,Silver Ice Metallic,Jet Black,29.0,36.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
13,2014,Chevrolet,Cruze,LT with 1LT AT,Palmetto Bay,FL,63843,5398,Summit White,Medium Titanium,26.0,38.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,5
14,2018,Chevrolet,Equinox,LT with 1LT FWD,Hollywood,FL,91793,9491,Silver Ice Metallic,Jet Black,26.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
15,2017,Chevrolet,Equinox,LT with 1LT FWD,Belton,MO,140089,8888,Silver Ice Metallic,Jet Black,21.0,31.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Front Heated Seats', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
16,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Lumberton,NC,15681,29300,Ingot Silver Metallic,Black,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,1
17,2016,Honda,Civic,LX Sedan CVT,Philadelphia,PA,36894,10295,Modern Steel Metallic,Ivory,31.0,41.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Personal or Rental Use,Clean,2
18,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Leonardtown,MD,34287,25500,Guard Metallic,Medium Earth Gray,17.0,23.0,5.0L V-8 Gas,Automatic,RWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
19,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Hamilton,OH,80026,25900,Ingot Silver Metallic,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
20,2017,Honda,Civic,EX-L Coupe CVT,Fredericksburg,VA,23174,14209,Taffeta White,Unknown,31.0,40.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Moonroof', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
21,2005,Lexus,ES,ES 330,Orlando,FL,161865,2995,Crystal White,Unknown,21.0,29.0,3.3L V-6 Gas,Automatic,FWD,Gas,[],False,2,Personal or Rental Use,Clean,4
22,2017,Subaru,Outback,2.5i Limited,Milford,CT,63817,15590,Crystal Black Silica,Slate Black,25.0,32.0,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Moonroof', 'Navigation', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Blind Spot System', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
23,2019,Dodge,Grand,SXT,Seymour,CT,12603,16999,Billet Clearcoat,Black/Light Graystone,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
24,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Boise,ID,46922,27988,White,Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
25,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Tallassee,AL,31423,31495,Silver,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],True,0,Personal or Rental Use,Clean,1
26,2003,Lexus,LS,LS 430,Wooster,OH,178722,4970,Millennium Silver Metallic,Ivory,19.0,25.0,4.3L V-8 Gas,Automatic,RWD,Gas,[],False,1,Personal or Rental Use,Clean,1
27,2017,Subaru,Forester,2.5i Premium CVT,Richland,WA,70665,12500,Quartz Blue Pearl,Silver,26.0,32.0,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Moonroof', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,1
28,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Minot,ND,33645,27691,Silver,Unknown,16.0,22.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,1,Personal or Rental Use,Clean,1
29,2017,Ford,Escape,SE 4WD,Fallston,MD,48003,12487,Shadow Black,Medium Light Stone,22.0,28.0,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
30,2017,Ford,Escape,SE 4WD,Richmond,VA,25713,15234,Shadow Black,Medium Light Stone,22.0,28.0,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
31,2018,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Lexington,NC,116055,18900,Ingot Silver Metallic,Medium Earth Gray,16.0,22.0,3.3L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
32,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Inver Grove Heights,MN,37409,28000,Magnetic Metallic,Medium Earth Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
33,2017,Ford,Fusion,SE FWD,Acworth,GA,77634,6995,Ingot Silver,Medium Light Stone,21.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
34,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Hanford,CA,46020,28295,Oxford White,Medium Earth Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
35,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Fond du Lac,WI,29628,27994,Guard Metallic,Medium Earth Gray,16.0,22.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
36,2016,Ford,Fusion,SE FWD,Wilson,NC,77223,8500,Ingot Silver,Charcoal Black,22.0,34.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,3
37,1997,INFINITI,QX4,Luxury,Easton,PA,150068,3998,Black Obsidian,Stone Beige,15.0,19.0,3.3L V-6 Gas,Automatic,4WD,Gas,['Cruise Control'],False,1,Personal or Rental Use,Clean,5
38,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Franklin,TN,31645,29500,Ingot Silver Metallic,Medium Light Camel,16.0,22.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
39,2019,Chevrolet,Impala,LT with 1LT,Pikeville,KY,30434,16300,Summit White,Jet Black,22.0,30.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,0
40,2017,Ford,Super,XL Crew Cab 8' Bed 4WD,Lexington,NC,94903,29987,White,Medium Earth Gray,29.0,28.698762654668165,6.2L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
41,2009,Nissan,Maxima,3.5 SV,San Marcos,TX,152964,4796,Radiant Silver Metallic,Unknown,19.0,26.0,3.5L V-6 Gas,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,3
42,2016,Ford,F-150,XLT SuperCrew 6.5' Box 4WD,Fairfield,OH,79101,23244,Red,Gray,15.0,21.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
43,2014,Ford,Fusion,SE FWD,Philadelphia,PA,78950,8499,Sterling Gray Metallic,Charcoal Black,22.0,34.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,5
44,2015,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Auburn,AL,138697,15995,Oxford White,Xl,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
45,2017,Ford,Escape,SE FWD,Rocklin,CA,71026,11995,Magnetic Metallic,Charcoal Black,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Moonroof', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Power Trunk/Liftgate', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
46,2002,Volvo,S80,2.9L with Sunroof,San Diego,CA,34385,8499,Silver Metallic,Tan,19.0,25.0,2.9L Inline-6 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
47,2016,Ford,F-150,XL SuperCab 6.5' Box RWD,Vallejo,CA,99502,14800,White,Gray,18.0,25.0,3.5L V-6 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,1
48,2006,Lincoln,Zephyr,Sedan,East Landsdowne,PA,47000,3900,Dark Blue Pearl Metallic,Tan,20.0,28.0,3.0L V-6 Gas,Automatic,FWD,Gas,[],False,1,Fleet or Mixed Use,Clean,3
49,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Modesto,CA,31445,32500,White,Unknown,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
50,2008,BMW,7,750Li,San Diego,CA,80494,9899,Sterling Gray Metallic,White,17.0,25.0,4.8L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,4
51,2009,Mercedes-Benz,CLS,CLS 550,Costa Mesa,CA,101000,9999,Diamond White Metallic,Black,14.0,21.0,5.5L V-8 Gas,Automatic,RWD,Gas,[],False,0,Fleet or Mixed Use,Clean,4
52,2017,Ford,Explorer,XLT 4WD,Brooklyn,NY,85594,15995,Blue Jeans Metallic,Medium Light Camel,16.0,23.0,3.5L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
53,2007,Land,Rover,HSE,Phoenix,AZ,153643,6900,Java Black,Tan,14.0,19.0,4.4L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
54,2019,Toyota,Corolla,LE CVT,Raleigh,NC,7587,12999,Black,Gray,28.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,1
55,2012,Chevrolet,Malibu,LT with 1LT,Cincinnati,OH,92324,6299,Silver Ice Metallic,Ebony,22.0,33.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Remote Engine Start', 'Bluetooth']",False,2,Personal or Rental Use,Clean,3
56,2017,Ford,Escape,SE FWD,Greensboro,NC,37161,13300,Ingot Silver Metallic,Charcoal Black,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
57,2019,Kia,Soul,+ Automatic,Hollywood,FL,21067,9991,Clear White,Black,25.0,30.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
58,2014,Mercedes-Benz,CL,CL 550 4MATIC,Addison,TX,44370,33988,Diamond White Metallic,Black,15.0,24.0,4.6L V-8 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,2
59,2016,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Mooresville,NC,22381,29950,White Platinum Metallic Tri-Coat,Black,18.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Moonroof', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
60,2017,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Inver Grove,MN,75325,26995,Oxford White,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Fleet or Mixed Use,Clean,1
61,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Chesapeake,VA,23959,22000,Oxford White,Dark Earth Gray,16.0,22.0,3.3L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
62,2019,Chevrolet,Impala,LT with 1LT,Moreno Valley,CA,37962,16879,Silver Ice Metallic,Jet Black,22.0,30.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
63,2001,Lexus,LS,LS 430,Grove City,OH,172320,4478,Parchment Crystal,Ecru,18.0,25.0,4.3L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,4
64,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Omak,WA,33661,30150,Oxford White,Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
65,2017,Ford,Fusion,SE FWD,Federal Way,WA,10318,11991,Burgundy Velvet Metallic Tinted Clearcoat,Ebony,21.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,2,Personal or Rental Use,Clean,1
66,2017,Ford,Escape,SE 4WD,Lakewood,NJ,71168,11799,Oxford White,Charcoal Black,22.0,28.0,2.0L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
67,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Ferriday,LA,62954,29000,Blue,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
68,2018,Chevrolet,Cruze,LS with 1SB Sedan Automatic,Branson,MO,130301,7600,Summit White,Jet Black,29.0,40.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
69,2004,Lexus,GX,GX 470,Denver,CO,226770,5999,Black Onyx,Cream,15.0,19.0,4.7L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,3
70,2017,Toyota,Camry,XLE I4 Automatic,Shelby,NC,34896,14286,Midnight Black,Almond,24.0,33.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
71,2017,Ford,F-150,Limited SuperCrew 5.5' Box RWD,Greensboro,GA,19827,35000,Oxford White,Mojave,17.0,24.0,3.5L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Moonroof', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
72,2018,Hyundai,Elantra,SEL 2.0L Sedan Automatic,Tampa,FL,42641,11500,Machine Gray,Gray,28.0,37.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Backup Camera', 'Blind Spot System', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
73,2017,Nissan,Altima,2.5 S,Milwaukie,OR,66625,8995,Glacier White,Charcoal,27.0,39.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
74,2015,Lincoln,MKC,AWD,Irondale,AL,136313,9584,White Platinum Metallic Tri-Coat,Brown,19.0,26.0,2.3L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,2
75,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Kearney,MO,107996,19900,Oxford White,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,1
76,2017,Ford,Fusion,SE FWD,Rising Sun,MD,49510,12327,Oxford White,Medium Light Stone,21.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
77,2014,Ford,Focus,Electric Hatchback,Tigard,OR,58366,8483,Ingot Silver Metallic,Medium Light Stone,110.0,99.0,L - Electric,Automatic,FWD,Electric,"['Navigation', 'Cruise Control', 'Bluetooth', 'Front Heated Seats', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,3
78,2017,BMW,X1,xDrive28i AWD,Portland,OR,29498,19999,Black Sapphire Metallic,Black,22.0,31.0,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,1
79,2017,Ford,Fusion,SE FWD,Stanton,CA,56448,10999,Magnetic,Gray,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
80,2017,Nissan,Sentra,S CVT,Murfreesboro,TN,107426,6999,Super Black,Charcoal,29.0,37.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,1
81,2016,Toyota,Mirai,Sedan,Gilroy,CA,34510,12454,Super White,Blue Black,66.0,66.0,L - Hydrogen,Automatic,FWD,Hydrogen,[],False,0,Fleet or Mixed Use,Clean,1
82,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Roanoke Rapids,NC,53620,31998,Oxford White,Black,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
83,2006,Land,Rover,HSE,Phoenix,AZ,102377,8900,Dark Blue,Tan,14.0,19.0,4.4L V-8 Gas,Manual,4WD,Gas,[],False,0,Fleet or Mixed Use,Clean,3
84,2017,Chevrolet,Cruze,LT with 1SD Sedan Automatic,Akron,OH,98588,8333,Summit White,Jet Black,30.0,40.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
85,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Idaho Falls,ID,73700,25980,Silver,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
86,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Platte City,MO,82738,20744,Oxford White,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
87,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Chambersburg,PA,39581,26495,Oxford White,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,3
88,2010,Toyota,Corolla,LE Automatic,Los Angeles,CA,110556,4999,White,Gray,26.0,34.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
89,2007,BMW,7,750Li,Foley,AL,88664,8900,Titanium Gray Metallic,Flannel Gray,17.0,25.0,4.8L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,2
90,2017,Ford,Fusion,Energi SE FWD,St. Louis,MO,76974,13295,White Platinum Metallic Tri-Coat,Medium Light Stone,104.0,91.0,2.0L Inline-4 Plug-In,Automatic,FWD,Plug-In,"['Navigation', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,1
91,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Lincoln,NE,25703,33994,White,Medium Earth Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
92,2013,Ram,Cargo,"Tradesman 119"" Wheelbase",Fredericksburg,VA,76177,6999,Bright White,Black/Light Graystone Interior,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,['Cruise Control'],False,1,Fleet or Mixed Use,Clean,2
93,2010,Chevrolet,Silverado,LT Crew Cab Short Box 4WD,Hazard,KY,145276,8500,Black,Ebony,13.0,18.0,4.8L V-8 Gas,Automatic,4WD,Gas,['Cruise Control'],False,0,Fleet or Mixed Use,Clean,2
94,2017,Ford,Escape,SE 4WD,Leesburg,VA,97320,9999,Magnetic Metallic,Charcoal Black,22.0,28.0,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
95,2017,Jeep,Compass,High Altitude 4WD,Belford,NJ,120190,8900,Black Clearcoat,Dark Slate Gray,20.0,25.0,2.4L Inline-4 Gas,Automatic,4WD,Gas,"['Moonroof', 'Remote Engine Start', 'Bluetooth', 'Front Heated Seats', 'Cruise Control']",False,0,Fleet or Mixed Use,Clean,1
96,2017,Jeep,Grand,Limited 4WD,Manahawkin,NJ,77621,19888,Granite Crystal Metallic Clearcoat,Black,18.0,25.0,3.6L V-6 Gas,Automatic,4WD,Gas,"['Moonroof', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
97,2017,Toyota,Corolla,LE CVT,Orlando,FL,70627,9988,White,Beige,28.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,2
98,2013,Hyundai,Elantra,GLS Sedan Automatic,San Marcos,TX,141287,4297,Phantom Black Metallic,Beige,28.0,38.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Front Heated Seats', 'Bluetooth', 'Cruise Control']",False,2,Personal or Rental Use,Clean,1
99,2013,Land,Rover,HSE LUX,Lawndale,CA,90000,16990,Fuji White,Tan,13.0,18.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
100,2009,Volkswagen,Passat,Komfort Sedan FWD Auto,Lakewood,NJ,218248,1987,Deep Black,Black,19.0,29.0,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Front Heated Seats']",False,0,Personal or Rental Use,Clean,5
101,2018,Chevrolet,Malibu,LT with 1LT,Newnan,GA,51972,11987,Summit White,Dark Atmosphere/Medium Ash Gray,27.0,36.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
