,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,cpo,num_accident,usage_type,title,num_owner
1723,2005,Honda,Civic,LX Sedan Automatic,East Peoria,IL,138171,2950,Magnesium Metallic,Unknown,29.0,38.0,1.7L Inline-4 Gas,Automatic,FWD,Gas,[],False,1,Personal or Rental Use,Clean,3
1724,2008,Land,Rover,SC,Melbourne,FL,159339,7996,Java Black,Jet,12.0,18.0,4.2L V-8 Gas Supercharged,Automatic,4WD,Gas,[],False,2,Fleet or Mixed Use,Frame Damaged,6
1725,2017,Ford,Super,XLT SuperCab 6.75' Bed 4WD,Clearwater,FL,20500,26983,White,Black,29.0,28.69876265466817,6.2L V-8 Gas,Automatic,4WD,Gas,[],False,0,Fleet or Mixed Use,Clean,1
1726,2010,Chevrolet,Silverado,WT Regular Cab Standard Box 2WD,Orlando,FL,99149,7488,White,Gray,15.0,20.0,4.3L V-6 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,2
1727,2010,Honda,Pilot,EX-L FWD,San Marcos,TX,162193,6998,Crystal Black Pearl,Unknown,17.0,23.0,3.5L V-6 Gas,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Front Heated Seats', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
1728,2017,Volkswagen,Tiguan,S 4MOTION,Philadelphia,PA,21679,13495,Pure White,Charcoal Black,20.0,24.0,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Front Heated Seats', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,1
1729,2019,Ford,Fusion,Titanium AWD,Lithia Springs,GA,42062,17488,Agate Black,Ebony,20.0,29.0,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Moonroof', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
1730,2017,Ford,Fusion,Titanium FWD,Enterprise,AL,30836,15995,Shadow Black,Ebony,21.0,31.0,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1731,2012,BMW,3,335i Convertible,Phoenix,AZ,118113,11400,Jet Black,Black,19.0,28.0,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,[],False,0,Fleet or Mixed Use,Clean,2
1732,2012,Dodge,Grand,SXT,Chesapeake,VA,179532,3595,Stone White,Black/Light Graystone,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Cruise Control']",False,0,Personal or Rental Use,Clean,3
1733,2010,Dodge,Ram,ST Quad Cab Regular Bed 4WD,Minot,ND,205535,5700,Bright Silver Metallic,Dark Slate Gray,13.0,18.0,5.7L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
1734,2012,Ford,Escape,XLT FWD,Elkhart,IN,154000,4900,Steel Blue Metallic,Stone,21.0,28.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,2
1735,2014,Ford,Explorer,Base FWD,Miami,FL,86510,9745,Oxford White,Medium Light Stone,17.0,24.0,3.5L V-6 Gas,Automatic,FWD,Gas,['Cruise Control'],False,1,Personal or Rental Use,Clean,1
1736,2009,BMW,6,650i Convertible,Torrance,CA,109813,12450,Ruby Black Metallic,Black,14.0,21.0,4.8L V-8 Gas,Manual,RWD,Gas,[],False,0,Personal or Rental Use,Clean,2
1737,2014,Ford,F-150,Platinum SuperCrew 5.5' Box RWD,Lubbock,TX,128574,18700,Tuxedo Black Metallic,Pecan,15.0,21.0,5.0L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,1
1738,2017,Ford,Fusion,SE FWD,Naugatuck,CT,15300,12495,Shadow Black,Ebony,21.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Navigation', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1739,2014,Chevrolet,Cruze,LT with 1LT AT,Buford,GA,123107,5889,Tungsten Metallic,Jet Black,26.0,38.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
1740,2019,Ford,Escape,SE AWD,Salisbury,MD,16432,17995,Magnetic Metallic,Chromite Gray/Chrcl Black,22.0,28.0,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1741,2017,Ford,Fusion,SE FWD,Southern Pines,NC,111213,9550,Ingot Silver,Gray,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
1742,2018,Hyundai,Elantra,SEL 2.0L Sedan Automatic,Tomball,TX,48342,12395,Phantom Black,Gray,28.0,37.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Backup Camera', 'Blind Spot System', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,1
1743,2007,Cadillac,Escalade,ESV AWD,Orange,CA,127437,11995,Black Raven,Cocoa/Very Light Cashmere,13.0,19.0,6.2L V-8 Gas,Automatic,AWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Front Heated Seats', 'Cruise Control']",False,0,Personal or Rental Use,Clean,2
1744,2017,Ford,Fusion,SE FWD,Kutztown,PA,36870,13788,Shadow Black,Medium Light Stone,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
1745,2014,Ford,Fusion,SE FWD,Greensboro,NC,85596,8990,Tuxedo Black Metallic,Charcoal Black,22.0,34.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,2
1746,2008,Pontiac,Grand,4dr Sedan,O'Fallon,IL,175051,2911,Crimson Red,Cashmere,18.0,28.0,3.8L V-6 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,2
1747,2011,Toyota,RAV4,I4 4WD,East Peoria,IL,129895,6950,Classic Silver Metallic,Unknown,21.0,27.0,2.5L Inline-4 Gas,Automatic,4WD,Gas,[],False,1,Fleet or Mixed Use,Clean,2
1748,2017,Chevrolet,Equinox,LT with 1LT FWD,Grand Rapids,MI,28948,16000,Black,Jet Black,21.0,31.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1749,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Buford,GA,40750,27635,Shadow Black,Black,17.0,23.0,2.7L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Moonroof', 'Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Navigation', 'Remote Engine Start', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
1750,2017,Jeep,Grand,Summit 4WD,Blaine,MN,84261,24488,Granite Crystal Metallic Clearcoat,Black/Dark Sienna Brown,18.0,25.0,5.7L V-8 Gas,Automatic,4WD,Gas,"['Moonroof', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1751,2018,Kia,Optima,LX,Morrow,GA,80755,8898,Horizon Blue,Black,25.0,36.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Backup Camera', 'Blind Spot System', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
1752,2015,Kia,Soul,Base Automatic,Coats,NC,70373,7995,Shadow Black,Black,24.0,30.0,1.6L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,2
1753,2002,BMW,5,530i Sedan Automatic,Gulfport,MS,172532,3500,Black Sapphire Metallic,Black,18.0,26.0,3.0L Inline-6 Gas,Automatic,RWD,Gas,[],False,0,Fleet or Mixed Use,Clean,3
1754,2018,Ford,Fiesta,SE Hatch,Gilroy,CA,51287,7995,Ingot Silver Metallic,Charcoal Black,27.0,35.0,1.6L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1755,2017,Toyota,Corolla,LE CVT,Smithfield,NC,35267,11850,Blue,Unknown,28.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,1,Personal or Rental Use,Clean,2
1756,1998,Chevrolet,Malibu,LS,Norfolk,NE,79766,2750,Silvermist (Met),Unknown,20.0,29.0,3.1L V-6 Gas,Automatic,FWD,Gas,['Cruise Control'],False,1,Personal or Rental Use,Clean,3
1757,2015,Chevrolet,Cruze,LT with 1LT AT,Frankfort,KY,65390,7980,Black Granite Metallic,Jet Black,26.0,38.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Remote Engine Start', 'Bluetooth', 'Cruise Control']",False,0,Fleet or Mixed Use,Clean,2
1758,2015,Ford,Escape,SE FWD,Fort Myers,FL,62943,9948,Magnetic,Unknown,23.0,32.0,2.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,4
1759,2015,Ford,F-150,XLT SuperCrew 6.5' Box 4WD,Sykesville,MD,68014,20995,Oxford White,Medium Earth Gray,15.0,21.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Fleet or Mixed Use,Clean,2
1760,2019,Nissan,Sentra,S CVT,Concord,NC,41746,12183,Fresh Powder,Charcoal,29.0,37.0,1.8L Inline-4 Gas,Manual,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1761,2017,Nissan,Pathfinder,SV 4WD,Greenville,SC,54273,18126,Cayenne Red Metallic,Charcoal,19.0,26.0,3.5L V-6 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
1762,2006,Ford,Super,"XL Regular Cab 137"" RWD",National City,CA,88117,8995,White,Beige,29.0,28.69876265466817,5.4L V-8 Gas,Manual,RWD,Gas,[],False,0,Personal or Rental Use,Clean,1
1763,2003,Toyota,Avalon,XLS with Bucket Seats,Arlington,TX,125815,4800,Silver Spruce Metallic,Ivory,21.0,29.0,3.0L V-6 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,4
1764,2014,BMW,X5,xDrive50i AWD,San Antonio,TX,86807,20750,Black Sapphire Metallic,Black,14.0,22.0,4.4L V-8 Gas Turbocharged,Automatic,AWD,Gas,[],False,1,Personal or Rental Use,Clean,2
1765,2017,Toyota,Camry,XSE V6 Automatic,Doylestown,PA,16932,17950,Pearl White,Black,21.0,30.0,3.5L V-6 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
1766,2017,Ford,Fusion,Energi SE FWD,Tucson,AZ,67692,13791,Shadow Black,Ebony,104.0,91.0,2.0L Inline-4 Plug-In,Automatic,FWD,Plug-In,"['Moonroof', 'Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Navigation', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1767,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Morrow,GA,60067,24788,Oxford White,Medium Earth Gray,16.0,22.0,3.3L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1768,2006,Honda,Accord,LX Special Edition Sedan Automatic,Greensboro,NC,214320,3400,Nighthawk Black Pearl,Tan,24.0,34.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,1
1769,2017,Ford,Escape,SE 4WD,Lithia Springs,GA,48303,13817,Oxford White,Charcoal Black,22.0,28.0,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
1770,2017,Nissan,Sentra,S CVT,Burlington,NJ,20697,10901,Super Black,Charcoal,29.0,37.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
1771,2013,Honda,Accord,LX Sedan I4 CVT,Akron,OH,196832,5995,Alabaster Silver Metallic,Gray,27.0,36.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
1772,2010,Ford,Edge,SE FWD,Cresco,PA,139934,3995,White Suede,Gray,18.0,25.0,3.5L V-6 Gas,Automatic,FWD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,2
1773,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Redwood City,CA,42178,24999,White,Gray,16.0,22.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
1774,2015,Mercedes-Benz,B-Class,Hatchback Electric Drive,Los Angeles,CA,30389,14990,Cirrus White,Black,29.0,28.698762654668165,L - Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
1775,2016,Dodge,Dart,SE,Oakland,CA,68242,6995,Torred,Black,25.0,36.0,2.0L Inline-4 Gas,Manual,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,3
1776,2014,Volkswagen,Passat,TDI SEL Premium Sedan DSG,Houston,TX,59003,11491,Black,Unknown,30.0,40.0,2.0L Inline-4 Diesel Turbocharged,Automatic,FWD,Diesel,"['Moonroof', 'Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Navigation', 'Remote Engine Start', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
1777,2016,Kia,Soul,EV+,Littleton,CO,37290,13587,Clear White,Gray 2-Tone,120.0,92.0,L - Electric,Automatic,FWD,Electric,"['Moonroof', 'Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Navigation', 'Front Cooled Seats', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
1778,2013,Chevrolet,Silverado,LT Crew Cab Short Box 4WD,Richland,WA,101250,14995,Deep Ruby Metallic,Ebony,15.0,21.0,5.3L V-8 Gas,Automatic,4WD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,2
1779,2017,Ram,1500,"SLT Quad Cab 6'4"" Box 2WD",Wilmington,CA,68661,16985,Bright Silver Metallic Clearcoat,Diesel Gray/Black,17.0,25.0,5.7L V-8 Gas,Automatic,RWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,2
1780,2014,Hyundai,Equus,Signature,Chandler,AZ,75817,16491,Caspian Black,Jet Black,15.0,23.0,5.0L V-8 Gas,Automatic,RWD,Gas,"['Moonroof', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Navigation', 'Front Cooled Seats', 'Blind Spot System', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
1781,2015,Kia,Optima,SXL Turbo,Austin,TX,106621,11000,Snow White Pearl,Black,20.0,31.0,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Moonroof', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1782,2012,Mercedes-Benz,Sprinter,"2WD Reg Cab 144"" WB",Palmyra,NJ,135144,12990,Blue,Black,30.0,37.16901408450704,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Diesel,[],False,1,Personal or Rental Use,Clean,1
1783,2012,Audi,A8,L 4.2L,Blue Mound,TX,58090,24400,Phantom Black Pearl,Velvet Beige,18.0,28.0,4.2L V-8 Gas,Automatic,AWD,Gas,"['Moonroof', 'Front Heated Seats', 'Bluetooth', 'Navigation', 'Cruise Control']",False,0,Fleet or Mixed Use,Clean,3
1784,2018,Nissan,Sentra,SV CVT,Ontario,CA,43086,11588,Fresh Powder,Charcoal,29.0,37.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1785,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Spokane Valley,WA,58551,24500,Blue Flame Metallic,Dark Earth Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,1,Personal or Rental Use,Clean,0
1786,2000,BMW,7,740i,Grove City,OH,151483,4450,Orient Blue Metallic,Sand,17.0,23.0,4.4L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,3
1787,2013,Chevrolet,Equinox,LT with 1LT FWD,Sevierville,TN,167808,6000,Black,Jet Black,22.0,32.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,2
1788,2017,Hyundai,Elantra,SE 2.0L Sedan Automatic (alt),Philadelphia,PA,30305,10999,Symphony Silver,Gray,29.0,38.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,2
1789,2012,Ford,Fusion,Hybrid FWD,Hasbrouck Heights,NJ,74442,7295,White Suede,Medium Light Stone,41.0,36.0,2.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
1790,2015,Kia,Soul,! Automatic,Minot,ND,49237,9900,Clear White,Black,23.0,31.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
1791,2017,Ford,Focus,SEL Hatchback,Portland,OR,38525,10500,Shadow Black,Charcoal Black,26.0,36.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Bluetooth', 'Front Heated Seats', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1792,2012,Maserati,Quattroporte,S,Scottsdale,AZ,75728,21900,Nero Carbonio (Black),Nero (Black),12.0,19.0,4.7L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,3
1793,2010,Chevrolet,Impala,LT,Whitman,MA,85803,5995,Summit White,Ebony,18.0,29.0,3.5L V-6 Gas,Automatic,FWD,Gas,"['Navigation', 'Remote Engine Start', 'Front Heated Seats', 'Cruise Control']",False,0,Personal or Rental Use,Clean,3
1794,2016,GMC,Sierra,Denali Crew Cab Short Box 4WD,Minot,ND,139285,21995,Onyx Black,Jet Black,15.0,21.0,6.2L V-8 Gas,Automatic,4WD,Gas,"['Moonroof', 'Front Heated Seats', 'Remote Engine Start', 'Lane Keep Assist', 'Bluetooth', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1795,2019,Chevrolet,Malibu,LT with 1LT,Lake City,FL,25925,16280,Mosaic Black Metallic,Jet Black,29.0,36.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
1796,2013,Toyota,Prius,Plug-in Hybrid Advanced,Williston,VT,132246,8895,White,Gray,51.0,49.0,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],False,0,Personal or Rental Use,Clean,2
1797,2002,Chevrolet,Silverado,LT Crew Cab Standard Box 4WD Automatic,East Landsdowne,PA,125000,7500,White,Black,29.0,28.69876265466817,6.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,3
1798,2014,Hyundai,Elantra,SE Sedan Automatic,Richmond,VA,77141,7000,Radiant Silver,Gray,28.0,38.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,2
1799,2007,INFINITI,M,M35x AWD,East Windsor,CT,119881,4995,Black Obsidian,Bourbon,17.0,24.0,3.5L V-6 Gas,Automatic,AWD,Gas,"['Moonroof', 'Bluetooth', 'Cruise Control']",False,0,Fleet or Mixed Use,Clean,2
1800,2016,Kia,Optima,LX,Jacksonville,NC,23033,13080,Ebony Black,Black,24.0,35.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1801,2014,Chevrolet,Silverado,LT with 1LT Double Cab Standard Box 4WD,Kokomo,IN,84874,18000,Black,Jet Black,17.0,22.0,4.3L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
1802,2014,Ford,Fusion,SE FWD,Mesa,AZ,70231,9499,Tuxedo Black Metallic,Ebony,22.0,34.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,3
1803,2017,Ford,Escape,SE FWD,Fresno,CA,109638,10999,Oxford White,Medium Light Stone,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1804,2017,Honda,Accord,EX-L with Honda Sensing/Navigation Sedan CVT,Pleasanton,CA,49922,18709,White Orchid Pearl,Ivory,27.0,36.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Moonroof', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Navigation', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
1805,2017,Ford,Escape,SE FWD,Lenoir City,TN,36638,13900,Oxford White,Charcoal Black,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
1806,2017,Toyota,Corolla,LE CVT,Westport,MA,39119,12995,Silver,Gray,28.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,1
1807,2017,Hyundai,Elantra,SE 2.0L Sedan Automatic (alt),Jersey Village,TX,73663,9929,Phantom Black,Gray,29.0,38.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,1
1808,2017,BMW,3,330e iPerformance Plug-In Hybrid RWD,San Antonio,TX,28279,20964,Glacier Silver Metallic,Black,99.47540983606558,88.36065573770493,2.0L Inline-4 Plug-In Turbocharged,Automatic,RWD,Plug-In,[],True,0,Personal or Rental Use,Clean,1
1809,2008,Audi,A8,L 4.2L,Sacramento,CA,113803,8499,Brilliant Black,Amaretto,16.0,23.0,4.2L V-8 Gas,Automatic,AWD,Gas,"['Moonroof', 'Front Heated Seats', 'Bluetooth', 'Navigation', 'Cruise Control']",False,0,Fleet or Mixed Use,Clean,3
1810,2017,Honda,Accord,LX Sedan CVT,Norcross,GA,32251,13999,Obsidian Blue Pearl,Gray,27.0,36.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
1811,2017,GMC,Terrain,SLT AWD,Milwaukie,OR,106511,12988,Dark Sapphire Blue Metallic,Light Titanium,20.0,28.0,2.4L Inline-4 Gas,Automatic,AWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,1
1812,2007,Acura,TSX,Sedan Automatic,Woodinville,WA,155687,3995,Carbon Gray Pearl,Unknown,22.0,31.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Front Heated Seats', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,5
1813,2012,Chrysler,200,Limited Sedan,Chantilly,VA,84376,4900,Bright White,Black/Light Frost Beige,20.0,31.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Navigation', 'Remote Engine Start', 'Bluetooth', 'Front Heated Seats', 'Cruise Control']",False,0,Fleet or Mixed Use,Clean,4
1814,2019,Ford,Super,Lariat 4WD Crew Cab 6.75' Box,Raynham,MA,46699,38250,Magnetic Metallic,Black,29.0,28.69876265466817,6.2L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
1815,2019,Ford,Super,XLT 4WD Crew Cab 6.75' Box,Colorado Springs,CO,30080,35369,White,Gray,29.0,28.69876265466817,6.2L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
1816,2015,Chrysler,200,Limited FWD,Oak Lawn,IL,109102,6995,Granite Crystal Metallic Clearcoat,Black,23.0,36.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1817,2017,Ford,Fusion,SE FWD,San Antonio,TX,80608,11420,Oxford White,Unknown,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
1818,2014,Ford,Fusion,SE FWD,Fremont,CA,45785,10590,White Platinum Tri-Coat Metallic,Charcoal Black,22.0,34.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
1819,2012,Volkswagen,Passat,TDI SEL Premium DSG,Colorado Springs,CO,61625,9900,Gray,Titan Black,30.0,40.0,2.0L Inline-4 Diesel Turbocharged,Automatic,FWD,Diesel,"['Navigation', 'Remote Engine Start', 'Bluetooth', 'Front Heated Seats', 'Cruise Control']",False,0,Fleet or Mixed Use,Clean,1
1820,2018,Chevrolet,Malibu,LT with 1LT,Henderson,KY,47091,13990,Silver Ice Metallic,Jet Black,27.0,36.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
1821,2000,Mercedes-Benz,SL,SL 500,Longmont,CO,102298,7500,Midnight Blue,Brown,16.0,23.0,5.0L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,3
1822,2012,Chevrolet,Traverse,LTZ FWD,Fort Myers,FL,132309,7840,White Diamond Tricoat,Cashmere/Ebony,17.0,24.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Front Heated Seats', 'Remote Engine Start', 'Backup Camera', 'Navigation', 'Front Cooled Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
