,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,cpo,num_accident,usage_type,title,num_owner
0,2017,Ford,['Fusion'],SE FWD,Stanton,CA,56448,10899,Magnetic,Gray,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
1,2017,BMW,"['3', 'Series']",330i xDrive Sedan,Freeport,NY,31028,15928,Alpine White,Venetian Beige/Black,23.0,33.0,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,1
2,2019,Dodge,"['Grand', 'Caravan']",SXT,San Francisco,CA,20386,18697,Black Onyx Crystal Pearlcoat,Black/Light Graystone,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
3,2017,Ford,['Fusion'],SE FWD,Denver,NC,99515,8799,Shadow Black,Black,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Fleet or Mixed Use,Clean,2
4,2018,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Boulder,CO,43503,26800,Oxford White,Dark Earth Gray,16.0,22.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
5,2017,Nissan,['Rogue'],SV AWD,Palmetto Bay,FL,78116,9997,Magnetic Black,Charcoal,25.0,32.0,2.5L Inline-4 Gas,Automatic,AWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Backup Camera', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth']",False,2,Fleet or Mixed Use,Clean,1
6,2017,Toyota,['RAV4'],XLE AWD,Great Falls,MT,189335,13495,Super White,Black,22.0,28.0,2.5L Inline-4 Gas,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,1
7,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Gorham,NH,47692,26590,Black,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
8,2018,Chevrolet,['Equinox'],LT with 1LT AWD,Belton,MO,148518,9888,Silver Ice Metallic,Jet Black,24.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
9,2017,Honda,['Civic'],LX Hatchback CVT,Duluth,GA,102068,9985,Crystal Black Pearl,Select,31.0,40.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,2,Fleet or Mixed Use,Clean,1
10,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Sacramento,CA,103293,22997,White,Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
11,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box RWD,Murrieta,CA,22650,26132,Shadow Black,Black,18.0,25.0,3.5L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
12,2018,Chevrolet,['Equinox'],LT with 1LT FWD,Hollywood,FL,91793,9491,Silver Ice Metallic,Jet Black,26.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
13,2016,Honda,['CR-V'],EX AWD,Sea Girt,NJ,73753,15975,Alabaster Silver Metallic,Gray,25.0,31.0,2.4L Inline-4 Gas,Automatic,AWD,Gas,"['Moonroof', 'Cruise Control', 'Bluetooth', 'Front Heated Seats', 'Backup Camera']",True,0,Personal or Rental Use,Clean,1
14,2019,Toyota,['Corolla'],LE CVT,Raleigh,NC,7587,12999,Black,Gray,28.0,36.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Fleet or Mixed Use,Clean,1
15,2014,Chevrolet,['Cruze'],LT with 1LT AT,Palmetto Bay,FL,63843,5398,Summit White,Medium Titanium,26.0,38.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,1,Fleet or Mixed Use,Clean,5
16,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Lakewood,NJ,50535,30900,Shadow Black,Black W/Unique Sport Cloth 40/Console/40 Front-Seats,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],True,0,Personal or Rental Use,Clean,2
17,2017,Ford,['Fusion'],SE FWD,Downers Grove,IL,41308,11675,Shadow Black,Medium Light Stone,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
18,2018,Ford,['F-150'],XLT SuperCrew 5.5' Box 2WD,Lumberton,NC,15681,29300,Ingot Silver Metallic,Black,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,1
19,2018,Ford,['F-150'],XLT SuperCrew 5.5' Box 2WD,Leonardtown,MD,34287,25500,Guard Metallic,Medium Earth Gray,17.0,23.0,5.0L V-8 Gas,Automatic,RWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
20,2017,Toyota,['RAV4'],XLE AWD,Great Falls,MT,146574,13495,Silver Sky Metallic,Black,22.0,28.0,2.5L Inline-4 Gas,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,1
21,2017,Chevrolet,['Equinox'],LT with 1LT FWD,Belton,MO,140089,8888,Silver Ice Metallic,Jet Black,21.0,31.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Front Heated Seats', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
22,2017,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Hamilton,OH,80026,25900,Ingot Silver Metallic,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
23,2017,Subaru,['Outback'],2.5i Limited,Milford,CT,63817,15590,Crystal Black Silica,Slate Black,25.0,32.0,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Moonroof', 'Navigation', 'Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Blind Spot System', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
24,2017,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Boise,ID,46922,27488,White,Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
25,2019,Dodge,"['Grand', 'Caravan']",SXT,Seymour,CT,12603,16999,Billet Clearcoat,Black/Light Graystone,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
26,2004,HUMMER,['H2'],SUV,McCook,IL,149795,9950,White,Wheat,29.0,28.66048109965636,6.0L V-8 Gas,Automatic,4WD,Gas,[],False,2,Personal or Rental Use,Clean,1
27,2017,Ford,['Escape'],SE FWD,Sarasota,FL,52484,11700,Ingot Silver Metallic,Medium Light Stone,23.0,30.0,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,3
28,2018,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Sauk City,WI,27301,27202,Ingot Silver Metallic,Medium Earth Gray,16.0,22.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
29,2019,Chevrolet,['Impala'],LT with 1LT,Pikeville,KY,30434,16000,Summit White,Jet Black,22.0,30.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,0
31,2005,Lexus,['ES'],ES 330,Sheridan,IN,189060,2995,Crystal White,Beige,21.0,29.0,3.3L V-6 Gas,Automatic,FWD,Gas,[],False,1,Fleet or Mixed Use,Clean,4
32,2017,Subaru,['Forester'],2.5i Premium CVT,Richland,WA,70665,12500,Quartz Blue Pearl,Silver,26.0,32.0,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Moonroof', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,1,Personal or Rental Use,Clean,1
33,2018,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Fond du Lac,WI,29628,27994,Guard Metallic,Medium Earth Gray,16.0,22.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
34,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Tallassee,AL,31423,31495,Silver,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],True,0,Personal or Rental Use,Clean,1
35,2017,Ford,"['Super', 'Duty', 'F-250']",XL Crew Cab 8' Bed 4WD,Lexington,NC,94903,29987,White,Medium Earth Gray,29.0,28.660481099656355,6.2L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
36,2014,Mercedes-Benz,['CL'],CL 550 4MATIC,Addison,TX,44370,33988,Diamond White Metallic,Black,15.0,24.0,4.6L V-8 Gas Turbocharged,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,2
37,2018,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Minot,ND,33645,27691,Silver,Unknown,16.0,22.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,1,Personal or Rental Use,Clean,1
38,2017,Ford,['Escape'],SE FWD,Surprise,AZ,101890,9495,Ruby Red Metallic Tinted Clearcoat,Medium Light Stone,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
39,2016,Ram,['1500'],"Express Crew Cab 5'7"" Box 4WD",Sacramento,CA,202222,11995,Bright White Clearcoat,Diesel Gray/Black,16.0,23.0,5.7L V-8 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
40,2006,Mercedes-Benz,['SL'],SL 500 Roadster,Scottsdale,AZ,39499,15952,Pewter Metallic,Stone,16.0,24.0,5.0L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,3
41,2014,Ford,['Fusion'],SE FWD,Philadelphia,PA,78950,8499,Sterling Gray Metallic,Charcoal Black,22.0,34.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,5
42,2017,Ford,['Escape'],SE 4WD,Fallston,MD,48003,12487,Shadow Black,Medium Light Stone,22.0,28.0,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
43,2017,Ford,['Fusion'],SE FWD,Lenoir,NC,99510,10700,White Platinum Metallic Tri-Coat,Ebony,21.0,32.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
44,2016,Ford,['Fusion'],SE FWD,Wilson,NC,77223,8500,Ingot Silver,Charcoal Black,22.0,34.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,3
45,2003,Lexus,['LS'],LS 430,Wooster,OH,178722,4970,Millennium Silver Metallic,Ivory,19.0,25.0,4.3L V-8 Gas,Automatic,RWD,Gas,[],False,1,Personal or Rental Use,Clean,1
46,2018,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Franklin,TN,31645,29500,Ingot Silver Metallic,Medium Light Camel,16.0,22.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
47,2013,Ram,"['Cargo', 'Van']","Tradesman 119"" Wheelbase",Fredericksburg,VA,76177,6999,Bright White,Black/Light Graystone Interior,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,['Cruise Control'],False,1,Fleet or Mixed Use,Clean,2
48,2016,Ford,['F-150'],XLT SuperCrew 6.5' Box 4WD,Fairfield,OH,79101,23244,Red,Gray,15.0,21.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
49,2008,BMW,['X3'],3.0si AWD,Spring,TX,103644,6000,Silver Gray Metallic,Gray,18.0,26.0,3.0L Inline-6 Gas,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,5
50,2006,Lincoln,['Zephyr'],Sedan,East Landsdowne,PA,47000,3900,Dark Blue Pearl Metallic,Tan,20.0,28.0,3.0L V-6 Gas,Automatic,FWD,Gas,[],False,1,Fleet or Mixed Use,Clean,3
51,2016,Toyota,['Mirai'],Sedan,Cerritos,CA,53265,13700,Celestial Black,Blue Black,66.0,66.0,L - Hydrogen,Automatic,FWD,Hydrogen,[],False,0,Personal or Rental Use,Clean,3
52,2016,Ford,['F-150'],XLT SuperCrew 6.5' Box 4WD,Troy,NY,37465,28900,Silver,Black,15.0,21.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,0
53,2009,Mercedes-Benz,['CLS'],CLS 550,Costa Mesa,CA,101000,9999,Diamond White Metallic,Black,14.0,21.0,5.5L V-8 Gas,Automatic,RWD,Gas,[],False,0,Fleet or Mixed Use,Clean,4
54,2018,Ford,['F-150'],XLT SuperCab 6.5' Box 4WD,Lexington,NC,116055,18500,Ingot Silver Metallic,Medium Earth Gray,16.0,22.0,3.3L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
55,2017,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Ferriday,LA,62954,29000,Blue,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
56,2017,Chevrolet,['Cruze'],LT with 1SD Sedan Automatic,Houston,TX,84927,9114,Tungsten Metallic,Jet Black,30.0,40.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,2
57,2019,Kia,['Soul'],+ Automatic,Hollywood,FL,21067,9991,Clear White,Black,25.0,30.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
58,2017,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Omak,WA,33661,30150,Oxford White,Gray,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
59,2017,Toyota,['Camry'],XLE I4 Automatic,Shelby,NC,34896,12924,Midnight Black,Almond,24.0,33.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
60,2017,Toyota,['RAV4'],XLE AWD,Great Falls,MT,124288,14595,Black,Black,22.0,28.0,2.5L Inline-4 Gas,Automatic,AWD,Gas,[],False,0,Personal or Rental Use,Clean,1
61,2017,Ford,['Escape'],SE FWD,Rocklin,CA,71026,11995,Magnetic Metallic,Charcoal Black,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Moonroof', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Power Trunk/Liftgate', 'Cruise Control', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
62,2018,Hyundai,['Elantra'],SEL 2.0L Sedan Automatic,Tampa,FL,42641,11500,Machine Gray,Gray,28.0,37.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Backup Camera', 'Blind Spot System', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
63,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Platte City,MO,82738,20744,Oxford White,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
64,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Modesto,CA,31445,32500,White,Unknown,17.0,23.0,5.0L V-8 Gas,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
65,2008,BMW,"['7', 'Series']",750Li,San Diego,CA,80494,9899,Sterling Gray Metallic,White,17.0,25.0,4.8L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,4
66,2017,Ford,['Escape'],SE 4WD,Lakewood,NJ,71168,11799,Oxford White,Charcoal Black,22.0,28.0,2.0L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
67,1999,Pontiac,['Bonneville'],4dr Sedan SE,Beloit,KS,135463,2650,White,Camel,19.0,28.0,3.8L V-6 Gas,Automatic,FWD,Gas,[],False,1,Fleet or Mixed Use,Clean,5
68,2017,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Kearney,MO,107996,19900,Oxford White,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Fleet or Mixed Use,Clean,1
69,2017,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,Inver Grove,MN,75325,26995,Oxford White,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Fleet or Mixed Use,Clean,1
70,2017,Ford,['Fusion'],SE FWD,Rising Sun,MD,49510,12327,Oxford White,Medium Light Stone,21.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Fleet or Mixed Use,Clean,1
71,2019,Dodge,"['Grand', 'Caravan']",SXT,Phoenix,AZ,32998,14950,Black Onyx Crystal Pearlcoat,Black/Light Graystone,17.0,25.0,3.6L V-6 Gas,Automatic,FWD,Gas,"['Power Trunk/Liftgate', 'Remote Engine Start', 'Backup Camera', 'Front Heated Seats', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,0
72,2004,Chevrolet,['SSR'],LS,Tucson,AZ,49277,17995,Ricochet Silver Metallic,Ebony,16.0,19.0,5.3L V-8 Gas,Automatic,RWD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,3
73,2017,Nissan,['Altima'],2.5 S,Milwaukie,OR,66625,8995,Glacier White,Charcoal,27.0,39.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
74,2017,Ford,['Fusion'],SE FWD,Federal Way,WA,10318,11991,Burgundy Velvet Metallic Tinted Clearcoat,Ebony,21.0,32.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,2,Personal or Rental Use,Clean,1
75,2016,Honda,['CR-V'],Touring AWD,Poughkeepsie,NY,138370,14900,White Diamond Pearl,Unknown,25.0,31.0,2.4L Inline-4 Gas,Automatic,AWD,Gas,"['Moonroof', 'Navigation', 'Cruise Control', 'Backup Camera', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Lane Keep Assist', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
76,2003,Lexus,['LS'],LS 430,Spring,TX,143106,5500,Crystal White,Ecru,19.0,25.0,4.3L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,3
77,2017,Hyundai,['Elantra'],SE 2.0L Sedan Automatic (alt),Saint Augustine,FL,114004,7198,Quartz White Pearl,Gray,29.0,38.0,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
78,2017,Nissan,['Sentra'],S CVT,Phoenix,AZ,37726,8900,Super Black,Charcoal,29.0,37.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
79,2009,Mercedes-Benz,['CLS'],CLS 550,Fairfield,OH,49480,12994,Black,Beige,14.0,21.0,5.5L V-8 Gas,Automatic,RWD,Gas,[],False,1,Fleet or Mixed Use,Clean,3
80,2006,Land,"['Rover', 'Range', 'Rover', 'Sport']",HSE,Phoenix,AZ,102377,8900,Dark Blue,Tan,14.0,19.0,4.4L V-8 Gas,Manual,4WD,Gas,[],False,0,Fleet or Mixed Use,Clean,3
81,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Riverton,WY,46827,29792,Blue Jeans Metallic,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,2
82,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Idaho Falls,ID,73700,25980,Silver,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,1
83,2017,Jeep,['Compass'],High Altitude 4WD,Belford,NJ,120190,8900,Black Clearcoat,Dark Slate Gray,20.0,25.0,2.4L Inline-4 Gas,Automatic,4WD,Gas,"['Moonroof', 'Remote Engine Start', 'Bluetooth', 'Front Heated Seats', 'Cruise Control']",False,0,Fleet or Mixed Use,Clean,1
84,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Oak Park,MI,37750,24990,White,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,0
85,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Show Low,AZ,138668,18000,White,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,3
86,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box RWD,Fontana,CA,44398,24995,Oxford White,Medium Earth Gray,18.0,25.0,3.5L V-6 Gas Turbocharged,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,2
87,2018,Chevrolet,['Cruze'],LT with 1SD Sedan Automatic,Glendale,AZ,63650,9299,Graphite Metallic,Jet Black,29.0,40.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Backup Camera', 'Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
88,2013,Ford,['Explorer'],XLT FWD,Corpus Christi,TX,150963,9648,Oxford White,Charcoal Black,17.0,24.0,3.5L V-6 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,2
89,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Chambersburg,PA,39581,26495,Oxford White,Medium Earth Gray,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,[],False,0,Personal or Rental Use,Clean,3
90,2015,Ford,['Fusion'],SE FWD,Portsmouth,VA,123318,6499,Ingot Silver,Charcoal Black,22.0,34.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,1,Fleet or Mixed Use,Clean,3
91,2012,Mitsubishi,['i-MiEV'],ES,Morristown,NJ,39297,5997,Labrador Black Pearl,Black,126.0,99.0,L - Electric,Automatic,RWD,Electric,[],False,0,Personal or Rental Use,Clean,2
92,2009,Volkswagen,['Passat'],Komfort Sedan FWD Auto,Lakewood,NJ,218248,1987,Deep Black,Black,19.0,29.0,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Moonroof', 'Cruise Control', 'Front Heated Seats']",False,0,Personal or Rental Use,Clean,5
93,2017,Ford,['Escape'],SE FWD,Greensboro,NC,37161,13300,Ingot Silver Metallic,Charcoal Black,23.0,30.0,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Cruise Control', 'Bluetooth', 'Backup Camera']",False,0,Personal or Rental Use,Clean,1
94,2018,Chevrolet,['Cruze'],LS with 1SB Sedan Automatic,Branson,MO,130301,7600,Summit White,Jet Black,29.0,40.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
95,2001,Lexus,['LS'],LS 430,Grove City,OH,172320,4478,Parchment Crystal,Ecru,18.0,25.0,4.3L V-8 Gas,Automatic,RWD,Gas,[],False,0,Personal or Rental Use,Clean,4
96,2017,Chevrolet,['Equinox'],LT with 1LT FWD,Timonium,MD,132486,9691,Black,Jet Black,21.0,31.0,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Moonroof', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Front Heated Seats', 'Cruise Control', 'Backup Camera']",False,1,Personal or Rental Use,Clean,1
97,2018,Nissan,['Altima'],2.5 SV,Carrollton,TX,39544,10997,Super Black,Charcoal,27.0,38.0,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Blind Spot System', 'Bluetooth', 'Cruise Control', 'Backup Camera']",False,1,Fleet or Mixed Use,Clean,3
98,2017,Chevrolet,['Cruze'],LT with 1SD Sedan Automatic,Akron,OH,98588,8333,Summit White,Jet Black,30.0,40.0,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Front Heated Seats', 'Cruise Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']",False,0,Personal or Rental Use,Clean,2
99,2010,Toyota,['Corolla'],LE Automatic,Los Angeles,CA,110556,4999,White,Gray,26.0,34.0,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],False,0,Personal or Rental Use,Clean,1
100,2016,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,Roswell,GA,12644,29790,Oxford White,Unknown,17.0,23.0,3.5L V-6 Gas Turbocharged,Automatic,4WD,Gas,"['Cruise Control', 'Bluetooth']",False,0,Personal or Rental Use,Clean,1
101,2004,Cadillac,['DeVille'],Sedan,Phoenix,AZ,53000,4900,Blue Ice,Dark Gray,18.0,26.0,4.6L V-8 Gas,Automatic,FWD,Gas,['Cruise Control'],False,0,Personal or Rental Use,Clean,3
